spm_resources_pp_decile,state,net_per_dollar_ca_state,funding,current_resources,monthly_ca,net_chg,pct_chg
3,Nebraska,0.5627014512945805,state,29967.5773699642,0,0.0,0.0
3,Nevada,0.6474452062337822,federal,34720.50914090582,0,0.0,0.0
3,Nevada,0.668929870765924,state,34720.50914090582,0,0.0,0.0
3,New Hampshire,0.6655088693770456,federal,33850.56845483304,0,0.0,0.0
3,New Hampshire,0.443226035640913,state,33850.56845483304,0,0.0,0.0
3,New Jersey,0.5608175461308794,federal,32921.50578476776,0,0.0,0.0
3,New Jersey,0.47206137220385136,state,32921.50578476776,0,0.0,0.0
3,New Mexico,0.6073119704157225,federal,29867.620092860514,0,0.0,0.0
3,New Mexico,0.6593109458795116,state,29867.620092860514,0,0.0,0.0
3,New York,0.5333559419549562,federal,31426.236257722332,0,0.0,0.0
3,New York,0.5252596615403429,state,31426.236257722332,0,0.0,0.0
3,North Carolina,0.5014470940901923,federal,30348.123015291316,0,0.0,0.0
3,North Carolina,0.6683485626098807,state,30348.123015291316,0,0.0,0.0
3,North Dakota,0.6788098134748705,federal,31435.898627399143,0,0.0,0.0
3,North Dakota,0.6380193958029169,state,31435.898627399143,0,0.0,0.0
3,Ohio,0.5188122639950853,federal,29832.633968093312,0,0.0,0.0
3,Ohio,0.5212415588300942,state,29832.633968093312,0,0.0,0.0
3,Oklahoma,0.6050961051246743,federal,30952.036325822617,0,0.0,0.0
3,Oklahoma,0.6748168888745469,state,30952.036325822617,0,0.0,0.0
3,Oregon,0.6177462022996805,federal,32918.01675087334,0,0.0,0.0
3,Oregon,0.5859181988654952,state,32918.01675087334,0,0.0,0.0
3,Pennsylvania,0.6042348391477617,federal,31647.289580310327,0,0.0,0.0
3,Pennsylvania,0.563025329299553,state,31647.289580310327,0,0.0,0.0
3,Rhode Island,0.7464951867277906,federal,35820.86568014751,0,0.0,0.0
3,Rhode Island,0.40075472887571684,state,35820.86568014751,0,0.0,0.0
3,South Carolina,0.4854337677888845,federal,29604.134768718384,0,0.0,0.0
3,South Carolina,0.5370755060428083,state,29604.134768718384,0,0.0,0.0
3,South Dakota,0.5801910752197332,federal,31112.41531970537,0,0.0,0.0
3,South Dakota,0.5511694586830405,state,31112.41531970537,0,0.0,0.0
3,Tennessee,0.5061572131425334,federal,29388.437316095708,0,0.0,0.0
3,Tennessee,0.5283981796271812,state,29388.437316095708,0,0.0,0.0
3,Texas,0.6843675967961161,federal,34718.37722554461,0,0.0,0.0
3,Texas,0.8076871010609936,state,34718.37722554461,0,0.0,0.0
3,Utah,1.1304220853806684,federal,42923.264564481666,0,0.0,0.0
3,Utah,1.0300137487653354,state,42923.264564481666,0,0.0,0.0
3,Vermont,0.5638627618970746,federal,29675.839626369587,0,0.0,0.0
3,Vermont,0.4364357836935744,state,29675.839626369587,0,0.0,0.0
3,Virginia,0.5644553664380964,federal,31793.101362396756,0,0.0,0.0
3,Virginia,0.5868268406651116,state,31793.101362396756,0,0.0,0.0
3,Washington,0.7295359273473153,federal,33816.939737304485,0,0.0,0.0
3,Washington,0.5590200015723829,state,33816.939737304485,0,0.0,0.0
3,West Virginia,0.43307760328565764,federal,27934.41147741896,0,0.0,0.0
3,West Virginia,0.5342875765535774,state,27934.41147741896,0,0.0,0.0
3,Wisconsin,0.6602839766097934,federal,31417.47424389545,0,0.0,0.0
3,Wisconsin,0.5771001234254349,state,31417.47424389545,0,0.0,0.0
3,Wyoming,0.736286247390532,federal,32849.51389465594,0,0.0,0.0
3,Wyoming,0.6958747298492499,state,32849.51389465594,0,0.0,0.0
4,Alabama,0.31442756556384927,federal,36524.33832201558,0,0.0,0.0
4,Alabama,0.28198960299266257,state,36524.33832201558,0,0.0,0.0
4,Alaska,0.6225759728704159,federal,42632.47434694746,0,0.0,0.0
4,Alaska,0.46928494189983133,state,42632.47434694746,0,0.0,0.0
4,Arizona,0.5208070379155463,federal,42963.88322121276,0,0.0,0.0
4,Arizona,0.4941287445143851,state,42963.88322121276,0,0.0,0.0
4,Arkansas,0.3325953446125839,federal,37317.488049248364,0,0.0,0.0
4,Arkansas,0.38279375531719234,state,37317.488049248364,0,0.0,0.0
4,California,0.3881434507230486,federal,42816.79220457066,0,0.0,0.0
4,California,0.38798421552089374,state,42816.79220457066,0,0.0,0.0
4,Colorado,0.44053915150916306,federal,37704.914289846085,0,0.0,0.0
4,Colorado,0.38277978636546234,state,37704.914289846085,0,0.0,0.0
4,Connecticut,0.2900372571977112,federal,35855.5766689637,0,0.0,0.0
4,Connecticut,0.39562466985131345,state,35855.5766689637,0,0.0,0.0
4,Delaware,0.35686913654573593,federal,38875.256854068844,0,0.0,0.0
4,Delaware,0.3192538451930802,state,38875.256854068844,0,0.0,0.0
4,District of Columbia,0.2581197231097707,federal,30242.56209257247,0,0.0,0.0
4,District of Columbia,0.2105192601791418,state,30242.56209257247,0,0.0,0.0
4,Florida,0.3181370576086921,federal,36873.64878046683,0,0.0,0.0
4,Florida,0.34210619623117,state,36873.64878046683,0,0.0,0.0
4,Georgia,0.34937007635239725,federal,38794.8834439634,0,0.0,0.0
4,Georgia,0.4172535010373195,state,38794.8834439634,0,0.0,0.0
4,Hawaii,0.42766473264630844,federal,45513.985654911216,0,0.0,0.0
4,Hawaii,0.44227536541462903,state,45513.985654911216,0,0.0,0.0
4,Idaho,0.49248391352439563,federal,41556.957635813356,0,0.0,0.0
4,Idaho,0.49396828622411654,state,41556.957635813356,0,0.0,0.0
4,Illinois,0.3799448424671314,federal,39830.39808579267,0,0.0,0.0
4,Illinois,0.35993095265262953,state,39830.39808579267,0,0.0,0.0
4,Indiana,0.5118474470861671,federal,41875.15327298506,0,0.0,0.0
4,Indiana,0.45319885635431856,state,41875.15327298506,0,0.0,0.0
4,Iowa,0.46502117714244656,federal,39122.189750672354,0,0.0,0.0
4,Iowa,0.3742570513760323,state,39122.189750672354,0,0.0,0.0
4,Kansas,0.5486170169325665,federal,42557.44929701491,0,0.0,0.0
4,Kansas,0.5155638346852826,state,42557.44929701491,0,0.0,0.0
4,Kentucky,0.4150401389465291,federal,38998.659985109975,0,0.0,0.0
4,Kentucky,0.4084877156486609,state,38998.659985109975,0,0.0,0.0
4,Louisiana,0.348378669148404,federal,35698.2803480561,0,0.0,0.0
4,Louisiana,0.4516164468896685,state,35698.2803480561,0,0.0,0.0
4,Maine,0.3530045890844902,federal,35824.59036669959,0,0.0,0.0
4,Maine,0.32443234041290175,state,35824.59036669959,0,0.0,0.0
4,Maryland,0.5128172840975199,federal,42918.72644235473,0,0.0,0.0
4,Maryland,0.5172803118144862,state,42918.72644235473,0,0.0,0.0
4,Massachusetts,0.3611794067465891,federal,36764.00747470228,0,0.0,0.0
4,Massachusetts,0.34756688249729123,state,36764.00747470228,0,0.0,0.0
4,Michigan,0.443499040902864,federal,38080.052902792144,0,0.0,0.0
4,Michigan,0.43826887169570217,state,38080.052902792144,0,0.0,0.0
4,Minnesota,0.4900549504888527,federal,39543.180412569745,0,0.0,0.0
4,Minnesota,0.43539905441025295,state,39543.180412569745,0,0.0,0.0
4,Mississippi,0.33040938000901193,federal,36475.254893463876,0,0.0,0.0
4,Mississippi,0.5227075365886661,state,36475.254893463876,0,0.0,0.0
4,Missouri,0.4590181024956128,federal,40568.34506541794,0,0.0,0.0
4,Missouri,0.4302165934064788,state,40568.34506541794,0,0.0,0.0
4,Montana,0.43012515765779336,federal,37292.6181293834,0,0.0,0.0
4,Montana,0.4044466519058534,state,37292.6181293834,0,0.0,0.0
4,Nebraska,0.4341470970763339,federal,37241.83588654932,0,0.0,0.0
4,Nebraska,0.40187672570938815,state,37241.83588654932,0,0.0,0.0
4,Nevada,0.3449242496682628,federal,38753.23081159244,0,0.0,0.0
4,Nevada,0.4154818148354067,state,38753.23081159244,0,0.0,0.0
4,New Hampshire,0.37810997545575264,federal,38703.34859374563,0,0.0,0.0
4,New Hampshire,0.3663797461331923,state,38703.34859374563,0,0.0,0.0
4,New Jersey,0.3979105429188657,federal,39788.86617421744,0,0.0,0.0
4,New Jersey,0.3866154561543754,state,39788.86617421744,0,0.0,0.0
4,New Mexico,0.35954901239975456,federal,37599.93982990233,0,0.0,0.0
4,New Mexico,0.5119006656331413,state,37599.93982990233,0,0.0,0.0
4,New York,0.3314155018404389,federal,36975.83763350976,0,0.0,0.0
4,New York,0.3402080033400672,state,36975.83763350976,0,0.0,0.0
4,North Carolina,0.3707946431017479,federal,38195.59998580618,0,0.0,0.0
4,North Carolina,0.4300240519242969,state,38195.59998580618,0,0.0,0.0
4,North Dakota,0.5373400470123719,federal,37807.19839386882,0,0.0,0.0
4,North Dakota,0.40411964438232584,state,37807.19839386882,0,0.0,0.0
